Date,Close/Last,Volume,Open,High,Low
06/16/2025,$216.10,33284160,$212.31,$217.06,$211.60
06/13/2025,$212.10,29337760,$209.96,$214.05,$209.62
06/12/2025,$213.24,27639990,$211.78,$213.58,$211.33
06/11/2025,$213.20,39325980,$217.41,$218.40,$212.89
06/10/2025,$217.61,31303320,$216.78,$217.69,$214.15
06/09/2025,$216.98,38102500,$214.75,$217.85,$212.88
06/06/2025,$213.57,39832500,$212.40,$213.8699,$210.50
06/05/2025,$207.91,51979240,$209.55,$212.81,$207.56
06/04/2025,$207.23,29915590,$206.55,$208.18,$205.18
06/03/2025,$205.71,33139120,$207.105,$208.9469,$205.03
06/02/2025,$206.65,29113320,$204.98,$207.00,$202.68
05/30/2025,$205.01,51679410,$204.84,$205.99,$201.695
05/29/2025,$205.70,34700010,$208.025,$208.81,$204.23
05/28/2025,$204.72,28549750,$205.915,$207.66,$204.41
05/27/2025,$206.02,34892040,$203.085,$206.69,$202.19
05/23/2025,$200.99,33393550,$198.90,$202.37,$197.85
05/22/2025,$203.10,38938880,$201.38,$205.76,$200.16
05/21/2025,$201.12,42460920,$201.61,$203.455,$200.06
05/20/2025,$204.07,29470370,$204.628,$205.5899,$202.65
05/19/2025,$206.16,34314810,$201.645,$206.62,$201.26
05/16/2025,$205.59,43318480,$206.85,$206.85,$204.374
05/15/2025,$205.17,64347320,$206.45,$206.88,$202.673
05/14/2025,$210.25,38492130,$211.45,$211.93,$208.85
05/13/2025,$211.37,56193680,$211.08,$214.84,$210.10
05/12/2025,$208.64,75205040,$210.71,$211.66,$205.75
05/09/2025,$193.06,29663140,$193.375,$194.69,$191.16
05/08/2025,$192.08,41043620,$191.43,$194.33,$188.82
05/07/2025,$188.71,44002930,$185.56,$190.99,$185.01
05/06/2025,$185.01,29314060,$184.57,$187.93,$183.85
05/05/2025,$186.35,35217470,$186.51,$188.18,$185.53
05/02/2025,$189.98,77903490,$191.435,$192.88,$186.40
05/01/2025,$190.20,74265960,$190.63,$191.8071,$187.50
04/30/2025,$184.42,55176540,$182.17,$185.05,$178.85
