Date,Close/Last,Volume,Open,High,Low
06/16/2025,$702.12,13720290,$699.33,$707.15,$693.5103
06/13/2025,$682.87,9274441,$687.95,$694.57,$681.01
06/12/2025,$693.36,7322730,$693.30,$695.38,$687.00
06/11/2025,$694.14,9582508,$703.705,$708.8707,$691.99
06/10/2025,$702.40,10850150,$701.345,$703.23,$691.56
06/09/2025,$694.06,12773220,$698.46,$705.19,$693.94
06/06/2025,$697.71,11727960,$696.17,$702.806,$691.87
06/05/2025,$684.62,13120340,$691.66,$694.38,$682.25
06/04/2025,$687.95,14031930,$669.32,$689.00,$668.57
06/03/2025,$666.85,11585030,$671.445,$675.58,$665.03
06/02/2025,$670.90,15766260,$644.39,$673.26,$644.2616
05/30/2025,$647.49,16240950,$642.50,$649.4099,$632.78
05/29/2025,$645.05,8883436,$651.645,$653.32,$639.50
05/28/2025,$643.58,9042874,$642.60,$650.88,$642.5472
05/27/2025,$642.32,9508367,$635.41,$643.08,$632.75
05/23/2025,$627.06,8454067,$624.00,$632.445,$622.65
05/22/2025,$636.57,8228443,$634.05,$643.25,$630.71
05/21/2025,$635.50,11464570,$631.79,$646.61,$630.17
05/20/2025,$637.10,6743473,$636.01,$639.3536,$632.26
05/19/2025,$640.43,9592374,$628.25,$643.00,$627.80
05/16/2025,$640.34,18518970,$637.955,$640.44,$626.15
05/15/2025,$643.88,14341840,$654.275,$657.31,$638.58
05/14/2025,$659.36,12348180,$661.21,$662.67,$654.31
05/13/2025,$656.03,18570820,$645.545,$660.92,$642.83
05/12/2025,$639.43,21965090,$630.92,$640.3896,$621.03
05/09/2025,$592.49,10427290,$603.72,$606.97,$591.7062
05/08/2025,$598.01,14622810,$606.285,$611.2959,$596.62
05/07/2025,$596.81,13160980,$590.36,$603.075,$586.67
05/06/2025,$587.31,10600650,$592.525,$596.03,$586.58
05/05/2025,$599.27,13887720,$591.22,$603.21,$588.05
05/02/2025,$597.02,24739260,$583.455,$604.34,$578.33
05/01/2025,$572.21,31159030,$592.075,$592.95,$570.50
04/30/2025,$549.00,29243970,$538.40,$549.10,$529.50
04/29/2025,$554.44,11835040,$546.00,$556.5699,$544.12
04/28/2025,$549.74,15179000,$555.64,$558.4899,$540.59
04/25/2025,$547.27,17098920,$546.80,$549.86,$536.25
04/24/2025,$533.15,13910010,$518.73,$533.90,$517.50
04/23/2025,$520.27,18173910,$528.525,$535.3376,$516.52
04/22/2025,$500.28,17399410,$491.87,$506.88,$486.36
04/21/2025,$484.66,16165980,$491.325,$493.50,$479.80
04/17/2025,$501.48,14593510,$505.25,$507.30,$498.0133
04/16/2025,$502.31,18735080,$508.51,$513.37,$495.63
04/15/2025,$521.52,15558660,$532.105,$537.94,$517.50
04/14/2025,$531.48,14130930,$556.175,$557.77,$528.28
04/11/2025,$543.57,17642330,$535.505,$547.40,$528.5901
04/10/2025,$546.29,28173490,$575.49,$581.30,$535.30
04/09/2025,$585.77,39216580,$509.265,$587.89,$502.11
04/08/2025,$510.45,28034210,$543.25,$547.43,$502.86
04/07/2025,$516.25,36606140,$485.10,$539.37,$481.90
04/04/2025,$504.73,38589810,$506.62,$518.00,$494.20
04/03/2025,$531.62,34777460,$546.22,$552.5596,$530.30
04/02/2025,$583.93,13470780,$574.91,$592.66,$573.36
04/01/2025,$586.00,12836570,$570.84,$589.91,$570.00
03/31/2025,$576.36,21124680,$563.50,$578.70,$553.30
