Date,Close/Last,Volume,Open,High,Low
06/16/2025,$65.51,16957710,$65.19,$65.615,$64.85
06/13/2025,$64.09,14634980,$64.59,$64.725,$63.93
06/12/2025,$65.10,15160770,$64.315,$65.205,$64.11
06/11/2025,$64.19,20442570,$65.11,$65.15,$63.865
06/10/2025,$65.15,17214900,$66.005,$66.08,$64.805
06/09/2025,$65.90,13689760,$66.115,$66.36,$65.59
06/06/2025,$66.06,20943760,$65.315,$66.16,$65.23
06/05/2025,$64.62,17058570,$64.48,$64.91,$64.28
06/04/2025,$64.39,14770950,$64.66,$64.89,$64.345
06/03/2025,$64.36,15156860,$63.795,$64.4564,$63.72
06/02/2025,$63.85,15815990,$62.725,$63.88,$62.71
05/30/2025,$63.04,25829060,$62.92,$63.175,$62.30
05/29/2025,$63.05,13984560,$63.73,$63.74,$62.485
05/28/2025,$63.34,13814470,$63.89,$63.985,$63.25
05/27/2025,$63.75,17429410,$63.76,$63.99,$63.335
05/23/2025,$63.11,15645590,$62.705,$63.22,$62.53
05/22/2025,$63.36,15641090,$63.405,$63.72,$62.95
05/21/2025,$63.20,15595940,$62.99,$63.905,$62.9714
05/20/2025,$63.42,14995180,$63.735,$63.85,$63.065
05/19/2025,$63.92,16249010,$63.43,$64.13,$63.18
05/16/2025,$63.62,30289900,$63.91,$64.03,$62.975
05/15/2025,$64.26,60718030,$63.07,$65.745,$62.92
05/14/2025,$61.29,34509180,$61.63,$61.87,$60.845
05/13/2025,$61.78,18591170,$61.675,$62.24,$61.605
05/12/2025,$61.67,23699990,$61.61,$61.85,$61.12
05/09/2025,$59.77,17480670,$60.655,$60.83,$59.44
05/08/2025,$59.71,16196660,$59.955,$60.28,$59.425
05/07/2025,$59.57,14081020,$59.20,$59.895,$59.07
05/06/2025,$59.22,13766480,$58.625,$59.51,$58.58
05/05/2025,$59.32,14758500,$59.00,$59.65,$58.88
05/02/2025,$59.33,18753540,$59.06,$59.415,$58.735
05/01/2025,$58.12,16420750,$57.78,$58.4674,$57.68
04/30/2025,$57.73,19921240,$57.10,$57.905,$56.46
04/29/2025,$57.34,13466090,$56.69,$57.49,$56.63
04/28/2025,$56.84,23140580,$56.525,$57.33,$56.415
04/25/2025,$56.71,16493790,$56.21,$56.78,$56.07
04/24/2025,$56.29,22782320,$55.30,$56.565,$55.16
04/23/2025,$55.63,30231460,$56.15,$56.98,$55.495
04/22/2025,$55.04,19961800,$55.22,$55.275,$54.585
04/21/2025,$54.37,15578780,$55.16,$55.33,$53.83
04/17/2025,$55.76,15910360,$56.20,$56.405,$55.685
04/16/2025,$55.76,20551320,$56.57,$57.08,$55.42
04/15/2025,$57.20,18543580,$57.87,$57.91,$57.06
04/14/2025,$57.41,15657740,$57.89,$58.21,$57.095
04/11/2025,$57.33,23036940,$56.67,$57.80,$56.28
04/10/2025,$56.59,31964570,$57.82,$57.94,$55.00
04/09/2025,$58.13,53380790,$53.08,$58.43,$52.67
04/08/2025,$53.19,37376990,$54.735,$55.865,$52.715
04/07/2025,$54.41,46816200,$53.38,$56.12,$52.11
04/04/2025,$54.54,42924450,$56.656,$57.47,$54.44
04/03/2025,$57.31,40006320,$59.38,$59.92,$57.255
04/02/2025,$61.82,18610690,$61.195,$61.87,$61.10
04/01/2025,$61.80,17381450,$61.38,$62.04,$61.06
03/31/2025,$61.71,29335720,$60.63,$61.895,$60.24
03/28/2025,$60.86,24931720,$61.66,$61.7754,$60.51
03/27/2025,$61.40,25720160,$61.89,$61.98,$61.33
03/26/2025,$61.80,30628530,$61.03,$61.84,$61.005
03/25/2025,$60.99,20877640,$60.84,$61.21,$60.70
03/24/2025,$60.97,28335640,$61.035,$61.38,$60.88
03/21/2025,$60.30,65935200,$60.17,$60.40,$59.425
03/20/2025,$60.62,16528570,$60.475,$61.02,$60.34
03/19/2025,$61.12,15488780,$60.63,$61.575,$60.50
03/18/2025,$60.30,16668980,$60.665,$60.80,$59.67
03/17/2025,$60.89,15335820,$60.40,$61.21,$60.34
03/14/2025,$60.50,16250730,$60.32,$60.62,$59.92
03/13/2025,$59.67,16463330,$60.41,$60.49,$59.23
03/12/2025,$60.46,18935340,$60.96,$61.18,$60.245
03/11/2025,$60.67,25787410,$62.28,$62.38,$60.53
03/10/2025,$62.06,27417650,$63.48,$63.69,$61.68
03/07/2025,$63.94,21154790,$62.90,$64.17,$62.19
03/06/2025,$63.41,23155120,$63.80,$64.02,$62.7608
03/05/2025,$63.96,14931470,$63.23,$64.175,$62.80
03/04/2025,$63.26,24588330,$63.74,$63.91,$62.6132
03/03/2025,$63.48,21810690,$64.39,$64.88,$63.19
02/28/2025,$64.11,26711830,$63.925,$64.16,$62.83
02/27/2025,$63.81,24695610,$64.765,$65.29,$63.75
02/26/2025,$64.08,13452340,$64.045,$64.775,$63.94
02/25/2025,$64.27,22100080,$64.60,$64.635,$63.32
02/24/2025,$63.24,17287520,$64.425,$64.58,$63.15
02/21/2025,$63.98,18905790,$64.68,$64.96,$63.88
02/20/2025,$64.67,14836590,$64.96,$65.23,$64.27
02/19/2025,$64.84,14164060,$64.515,$64.96,$64.29
02/18/2025,$64.59,22047470,$65.30,$66.25,$64.43
02/14/2025,$64.87,23693320,$63.79,$65.07,$63.44
02/13/2025,$63.84,43257660,$66.10,$66.50,$62.72
02/12/2025,$62.53,30116280,$61.44,$62.56,$61.20
02/11/2025,$62.43,17702460,$62.53,$62.80,$62.175
02/10/2025,$62.81,15816240,$63.12,$63.1541,$62.38
02/07/2025,$62.27,23861030,$62.74,$63.25,$62.21
02/06/2025,$62.27,15521840,$62.82,$62.91,$62.0701
02/05/2025,$62.57,19008320,$61.45,$62.71,$61.30
02/04/2025,$61.34,12742710,$60.84,$61.5947,$60.73
02/03/2025,$61.04,20375710,$60.19,$61.255,$59.55
01/31/2025,$60.60,16555700,$60.53,$61.19,$60.455
01/30/2025,$60.47,17079040,$60.47,$61.075,$60.2501
01/29/2025,$59.55,17925290,$59.95,$60.5363,$59.51
01/28/2025,$59.43,25473320,$59.02,$59.56,$58.92
01/27/2025,$59.08,33730340,$61.39,$61.46,$58.76
01/24/2025,$62.23,17232950,$62.06,$62.2899,$61.86
01/23/2025,$62.23,14212050,$61.80,$62.315,$61.3801
01/22/2025,$61.63,19436630,$61.04,$61.755,$60.99
01/21/2025,$61.03,18623770,$60.47,$61.33,$60.28
01/17/2025,$60.23,23876380,$60.76,$60.95,$60.20
01/16/2025,$59.82,18445710,$60.18,$60.4451,$59.78
01/15/2025,$59.98,19185140,$59.8551,$60.34,$59.5925
01/14/2025,$59.33,16715460,$58.97,$59.34,$58.75
01/13/2025,$58.76,19340700,$58.92,$58.93,$58.17
01/10/2025,$58.74,17274460,$58.79,$59.06,$58.54
01/08/2025,$59.20,14400340,$58.89,$59.24,$58.27
01/07/2025,$58.93,16863780,$58.97,$59.245,$58.645
01/06/2025,$58.77,18543300,$58.91,$59.58,$58.585
01/03/2025,$58.86,18859540,$58.84,$59.17,$58.36
01/02/2025,$59.10,16144280,$59.27,$59.68,$58.57
12/31/2024,$59.20,14173020,$59.22,$59.375,$58.765
12/30/2024,$59.19,12948050,$59.09,$59.39,$58.41
12/27/2024,$59.61,13021410,$59.57,$60.02,$59.135
12/26/2024,$59.98,8526942,$59.62,$60.055,$59.40
12/24/2024,$59.85,9922346,$58.80,$59.85,$58.80
12/23/2024,$58.98,18671220,$58.13,$59.015,$58.12
12/20/2024,$58.52,69544630,$57.568,$58.78,$57.27
12/19/2024,$57.63,21947820,$57.39,$58.14,$57.34
12/18/2024,$57.53,24195150,$58.71,$58.71,$57.48
12/17/2024,$58.52,24912520,$58.38,$59.07,$58.17
12/16/2024,$58.35,26883240,$58.47,$58.49,$57.845
12/13/2024,$58.62,14129780,$58.62,$58.935,$58.38
12/12/2024,$58.85,17704610,$58.69,$59.74,$58.625
12/11/2024,$58.59,26842940,$58.88,$58.96,$58.31
12/10/2024,$58.72,14480190,$58.50,$58.86,$58.13
12/09/2024,$58.95,16517460,$59.83,$59.88,$58.86
12/06/2024,$59.89,14623060,$60.00,$60.08,$59.765
12/05/2024,$60.02,19121700,$59.79,$60.23,$59.70
12/04/2024,$59.62,16872100,$59.64,$59.84,$59.265
12/03/2024,$59.48,11746010,$59.43,$59.525,$59.165
12/02/2024,$59.43,15977740,$59.25,$59.70,$59.14
11/29/2024,$59.21,11618360,$59.07,$59.59,$59.04
11/27/2024,$59.29,12703320,$59.61,$59.87,$58.93
11/26/2024,$59.59,14209690,$59.00,$59.64,$58.94
11/25/2024,$58.74,52408190,$58.65,$58.96,$58.26
11/22/2024,$58.55,14952320,$57.59,$58.70,$57.455
11/21/2024,$57.56,16162440,$57.29,$57.93,$57.10
11/20/2024,$57.50,15344950,$56.84,$57.50,$56.61
11/19/2024,$57.01,17476190,$56.68,$57.04,$56.35
11/18/2024,$57.31,23770460,$57.55,$57.99,$57.23
11/15/2024,$57.46,28173710,$57.45,$58.10,$57.23
11/14/2024,$57.92,33747650,$58.99,$58.99,$57.52
11/13/2024,$59.18,36350610,$58.15,$59.28,$57.84
11/12/2024,$58.71,16609360,$58.76,$59.035,$58.43
11/11/2024,$58.63,17826980,$59.00,$59.38,$58.36
11/08/2024,$58.06,17517690,$58.09,$58.1999,$57.655
11/07/2024,$58.08,17880230,$57.80,$58.30,$57.54
11/06/2024,$57.87,20506040,$57.189,$58.085,$56.955
11/05/2024,$56.16,10183610,$55.90,$56.27,$55.50
11/04/2024,$55.83,13269890,$55.45,$55.91,$55.12
11/01/2024,$55.50,19235610,$54.74,$55.81,$54.53
10/31/2024,$54.77,22023370,$55.43,$55.51,$54.705
10/30/2024,$55.59,13284260,$55.57,$56.04,$55.37
10/29/2024,$55.68,18810080,$55.37,$56.105,$55.27
10/28/2024,$55.28,12912310,$55.90,$55.98,$55.21
10/25/2024,$55.74,14680470,$56.25,$56.6253,$55.6656
10/24/2024,$55.96,14699590,$56.375,$56.55,$55.81
10/23/2024,$56.28,18722970,$56.16,$56.59,$55.99
10/22/2024,$56.60,14956300,$56.00,$56.90,$55.86
10/21/2024,$56.59,14083610,$56.69,$57.055,$56.51
10/18/2024,$56.76,17679840,$56.41,$56.87,$56.21
10/17/2024,$56.40,18383350,$56.375,$56.575,$55.85
10/16/2024,$56.38,32382280,$55.00,$56.41,$54.83
10/15/2024,$54.08,20066280,$54.42,$54.61,$53.92
10/14/2024,$54.27,11428690,$54.31,$54.405,$53.79
10/11/2024,$54.25,12704530,$53.52,$54.33,$53.52
10/10/2024,$53.54,9377463,$53.70,$53.81,$53.42
10/09/2024,$53.56,10586120,$52.65,$53.675,$52.54
10/08/2024,$52.73,12365170,$52.64,$52.77,$52.195
10/07/2024,$52.51,10941700,$52.58,$52.85,$52.37
10/04/2024,$52.75,11728610,$52.80,$52.91,$52.41
10/03/2024,$52.43,11029130,$52.19,$52.66,$52.16
10/02/2024,$52.62,11071270,$52.395,$52.835,$52.1301
10/01/2024,$52.74,16621840,$53.11,$53.20,$52.31
09/30/2024,$53.22,17807630,$53.02,$53.31,$52.645
09/27/2024,$53.02,13868340,$53.04,$53.217,$52.86
09/26/2024,$52.85,18374000,$53.00,$53.29,$52.76
09/25/2024,$52.65,22422190,$52.57,$52.73,$52.365
09/24/2024,$52.52,26479290,$52.21,$52.57,$52.005
09/23/2024,$52.19,18343360,$52.06,$52.44,$51.89
09/20/2024,$51.97,44096640,$51.45,$52.33,$51.415
09/19/2024,$51.44,16273990,$51.41,$51.715,$51.145
09/18/2024,$50.57,12697700,$50.39,$51.14,$50.27
09/17/2024,$50.61,13230270,$51.02,$51.415,$50.57
09/16/2024,$51.03,16668240,$49.88,$51.07,$49.78
09/13/2024,$49.80,10168930,$49.74,$50.055,$49.67
09/12/2024,$49.61,13236850,$49.09,$49.64,$48.86
09/11/2024,$49.11,15106550,$48.75,$49.21,$47.8501
09/10/2024,$48.79,11754940,$48.79,$48.97,$48.44
09/09/2024,$48.70,18677580,$48.47,$49.15,$48.26
09/06/2024,$48.50,21040500,$48.87,$49.23,$48.20
09/05/2024,$49.13,16311960,$49.50,$49.645,$48.935
09/04/2024,$49.70,16411750,$49.82,$50.04,$49.58
09/03/2024,$50.06,14918580,$50.31,$50.50,$49.90
08/30/2024,$50.54,15615760,$50.55,$50.685,$50.07
08/29/2024,$50.39,16324070,$49.97,$50.82,$49.88
08/28/2024,$49.85,14571380,$50.45,$50.57,$49.41
08/27/2024,$50.71,10243880,$50.67,$50.84,$50.40
08/26/2024,$50.79,12016800,$50.79,$51.015,$50.7242
08/23/2024,$50.74,16474070,$50.51,$50.77,$50.32
08/22/2024,$50.22,19143130,$50.715,$50.93,$50.18
08/21/2024,$50.45,21177600,$50.29,$50.55,$50.03
08/20/2024,$50.24,18697260,$49.98,$50.37,$49.595
08/19/2024,$49.98,16436580,$49.33,$49.99,$49.30
08/16/2024,$49.46,27424890,$48.64,$49.73,$48.50
08/15/2024,$48.53,45976380,$48.75,$50.28,$48.1615
08/14/2024,$45.44,30675620,$45.14,$45.74,$45.04
08/13/2024,$45.37,20976920,$44.98,$45.385,$44.89
08/12/2024,$44.86,20289550,$45.53,$45.74,$44.50
08/09/2024,$45.47,21217650,$45.70,$46.055,$45.24
08/08/2024,$45.83,18369100,$45.28,$46.265,$45.28
08/07/2024,$45.12,18301130,$45.42,$46.21,$45.09
08/06/2024,$45.16,20524010,$44.75,$45.74,$44.64
08/05/2024,$44.74,29669600,$46.55,$46.68,$44.6943
08/02/2024,$46.66,24000150,$47.68,$47.75,$46.35
08/01/2024,$47.39,18837520,$48.62,$48.72,$47.20
07/31/2024,$48.45,19953600,$48.41,$48.77,$48.24
07/30/2024,$48.14,20165990,$48.19,$48.55,$47.89
07/29/2024,$47.99,11475670,$47.82,$48.21,$47.44
07/26/2024,$47.88,16104860,$47.32,$48.01,$47.24
07/25/2024,$47.24,20631190,$47.37,$48.185,$47.06
07/24/2024,$46.85,25318240,$46.535,$47.035,$46.24
07/23/2024,$46.36,16372010,$46.745,$46.775,$46.34
07/22/2024,$46.82,19899390,$47.32,$47.38,$46.77
07/19/2024,$47.32,18289180,$48.09,$48.10,$47.14
07/18/2024,$48.04,18462470,$48.15,$48.64,$47.98
07/17/2024,$48.52,26638650,$47.46,$48.74,$47.35
07/16/2024,$47.42,17037330,$47.45,$47.965,$47.215
07/15/2024,$47.40,15925930,$47.41,$47.485,$46.785
